name, value
snp6140,1
snp6141,1
snp6142,51
snp6143,1
snp6144,2
snp6145,0
snp6146,1
snp6147,1
snp6148,111
snp6149,1
snp6150,1
snp6151,1
snp6152,112
snp6153,2
snp6154,0
snp6155,5
snp6156,0
snp6157,7
snp6158,1
snp6159,1
snp6160,1
snp6161,2
snp6162,2
snp6163,1
snp6164,58
snp6165,2
snp6166,0
snp6167,0
snp6168,21
snp6169,0
snp6170,3
snp6171,1
snp6172,1
snp6173,75
snp6174,3
snp6175,1
snp6176,1
snp6177,2
snp6178,31
snp6179,1
snp6180,1
snp6181,0
snp6182,0
snp6183,0
snp6184,0
snp6185,43
snp6186,0
snp6187,1
snp6188,8
snp6189,1
snp6190,1
snp6191,0
snp6192,0
snp6193,2
snp6194,0
snp6195,6
snp6196,2
snp6197,2
snp6198,1
snp6199,0
snp6200,0
snp6201,4
snp6202,14
snp6203,0
snp6204,2
snp6205,1
snp6206,1
snp6207,39
snp6208,3
snp6209,16
snp6210,2
snp6211,10
snp6212,7
snp6213,1
snp6214,1
snp6215,0
snp6216,1
snp6217,6
snp6218,1
snp6219,10
snp6220,41
snp6221,0
snp6222,6
snp6223,11
snp6224,55
snp6225,10
snp6226,10
snp6227,8
snp6228,11
snp6229,41
snp6230,2
snp6231,1
snp6232,10
snp6233,1
snp6234,15
snp6235,40
snp6236,10
snp6237,1
snp6238,10
snp6239,15
snp6240,15
snp6241,1
snp6242,23
snp6243,10
snp6244,10
snp6245,1
snp6246,1
snp6247,9
snp6248,10
snp6249,1
snp6250,6
snp6251,60
snp6252,3
snp6253,1
snp6254,1
snp6255,0
snp6256,15
snp6257,1
snp6258,3
snp6259,4
snp6260,0
snp6261,2
snp6262,1
snp6263,0
snp6264,0
snp6265,0
snp6266,10
snp6267,1
snp6268,3
snp6269,1
snp6270,1
snp6271,2
snp6272,1
snp6273,1
snp6274,6
snp6275,1
snp6276,1
snp6277,3
snp6278,1
snp6279,1
snp6280,2
snp6281,5
snp6282,2
snp6283,4
snp6284,7
snp6285,1
snp6286,2
snp6287,1
snp6288,1
snp6289,2
snp6290,1
snp6291,1
snp6292,0
snp6293,6
snp6294,6
snp6295,6
snp6296,2
snp6297,1
snp6298,6
snp6299,0
snp6300,6
snp6301,38
snp6302,0
snp6303,1
snp6304,10
snp6305,1
snp6306,30
snp6307,14
snp6308,10
snp6309,5
snp6310,15
snp6311,1
snp6312,1
snp6313,5
snp6314,1
snp6315,1
snp6316,10
snp6317,0
snp6318,1
snp6319,1
snp6320,4
snp6321,30
snp6322,30
snp6323,1
snp6324,1
snp6325,3
snp6326,5
snp6327,1
snp6328,0
snp6329,5
snp6330,8
snp6331,1
snp6332,1
snp6333,1
snp6334,1
snp6335,1
snp6336,1
snp6337,1
snp6338,3
snp6339,1
snp6340,1
snp6341,32
snp6342,0
snp6343,0
snp6344,0
snp6345,1
snp6346,1
snp6347,1
snp6348,1
snp6349,0
snp6350,1
snp6351,1
snp6352,19
snp6353,0
snp6354,17
snp6355,0
snp6356,1
snp6357,1
snp6358,3
snp6359,3
snp6360,1
snp6361,1
snp6362,30
snp6363,7
snp6364,1
snp6365,1
snp6366,1
snp6367,7
snp6368,62
snp6369,31
snp6370,5
snp6371,0
snp6372,1
snp6373,5
snp6374,1
snp6375,0
snp6376,1
snp6377,49
snp6378,14
snp6379,5
snp6380,1
snp6381,5
snp6382,14
snp6383,10
snp6384,0
snp6385,3
snp6386,1
snp6387,1
snp6388,1
snp6389,1
snp6390,1
snp6391,5
snp6392,6
snp6393,64
snp6394,5
snp6395,21
snp6396,2
snp6397,1
snp6398,4
snp6399,3
snp6400,4
snp6401,1
snp6402,2
snp6403,7
snp6404,16
snp6405,0
snp6406,7
snp6407,8
snp6408,1
snp6409,1
snp6410,3
snp6411,33
snp6412,1
snp6413,33
snp6414,16
snp6415,1
snp6416,1
snp6417,16
snp6418,6
snp6419,33
snp6420,44
snp6421,0
snp6422,17
snp6423,33
snp6424,0
snp6425,2
snp6426,32
snp6427,32
snp6428,0
snp6429,16
snp6430,0
snp6431,32
snp6432,32
snp6433,32
snp6434,42
snp6435,1
snp6436,1
snp6437,32
snp6438,15
snp6439,1
snp6440,2
snp6441,52
snp6442,15
snp6443,32
snp6444,0
snp6445,1
snp6446,1
snp6447,27
snp6448,2
snp6449,0
snp6450,0
snp6451,2
snp6452,0
snp6453,32
snp6454,1
snp6455,12
snp6456,32
snp6457,0
snp6458,4
snp6459,0
snp6460,52
snp6461,112
snp6462,1
snp6463,15
snp6464,1
snp6465,32
snp6466,0
snp6467,2
snp6468,2
snp6469,31
snp6470,1
snp6471,0
snp6472,15
snp6473,1
snp6474,32
snp6475,0
snp6476,0
snp6477,13
snp6478,0
snp6479,42
snp6480,1
snp6481,12
snp6482,0
snp6483,1
snp6484,3
snp6485,12
snp6486,0
snp6487,0
snp6488,1
snp6489,32
snp6490,32
snp6491,1
snp6492,4
snp6493,1
snp6494,1
snp6495,0
snp6496,0
snp6497,0
snp6498,2
snp6499,3
snp6500,2
snp6501,5
snp6502,32
snp6503,12
snp6504,15
snp6505,17
snp6506,2
snp6507,2
snp6508,32
snp6509,16
snp6510,32
snp6511,32
snp6512,32
snp6513,2
snp6514,0
snp6515,32
snp6516,1
snp6517,1
snp6518,4
snp6519,1
snp6520,1
snp6521,2
snp6522,0
snp6523,0
snp6524,2
snp6525,3
snp6526,1
snp6527,2
snp6528,2
snp6529,2
snp6530,2
snp6531,10
snp6532,5
snp6533,0
snp6534,1
snp6535,1
snp6536,0
snp6537,1
snp6538,23
snp6539,19
snp6540,33
snp6541,13
snp6542,32
snp6543,32
snp6544,44
snp6545,1
snp6546,1
snp6547,1
snp6548,2
snp6549,17
snp6550,1
snp6551,1
snp6552,1
snp6553,15
snp6554,0
snp6555,2
snp6556,32
snp6557,32
snp6558,15
snp6559,2
snp6560,15
snp6561,1
snp6562,32
snp6563,2
snp6564,11
snp6565,44
snp6566,11
snp6567,32
snp6568,0
snp6569,2
snp6570,11
snp6571,15
snp6572,1
snp6573,1
snp6574,52
snp6575,15
snp6576,2
snp6577,15
snp6578,3
snp6579,7
snp6580,6
snp6581,8
snp6582,13
snp6583,4
snp6584,4
snp6585,13
snp6586,13
snp6587,15
snp6588,43
snp6589,32
snp6590,2
snp6591,0
snp6592,2
snp6593,51
snp6594,1
snp6595,1
snp6596,1
snp6597,0
snp6598,29
snp6599,1
snp6600,1
snp6601,1
snp6602,0
snp6603,31
snp6604,1
snp6605,1
snp6606,31
snp6607,1
snp6608,2
snp6609,51
snp6610,0
snp6611,1
snp6612,1
snp6613,2
snp6614,31
snp6615,50
snp6616,11
snp6617,2
snp6618,1
snp6619,50
snp6620,1
snp6621,50
snp6622,11
snp6623,11
snp6624,0
snp6625,1
snp6626,1
snp6627,1
snp6628,0
snp6629,33
snp6630,33
snp6631,5
snp6632,4
snp6633,0
snp6634,11
snp6635,51
snp6636,1
snp6637,2
snp6638,1
snp6639,0
snp6640,0
snp6641,1
snp6642,1
snp6643,0
snp6644,0
snp6645,1
snp6646,1
snp6647,1
snp6648,1
snp6649,23
snp6650,1
snp6651,1
snp6652,1
snp6653,1
snp6654,1
snp6655,1
snp6656,1
snp6657,1
snp6658,1
snp6659,1
snp6660,1
snp6661,1
snp6662,1
snp6663,1
snp6664,0
snp6665,0
snp6666,1
snp6667,1
snp6668,1
snp6669,17
snp6670,1
snp6671,1
snp6672,11
snp6673,1
snp6674,12
snp6675,1
snp6676,2
snp6677,12
snp6678,1
snp6679,3
snp6680,1
snp6681,2
snp6682,3
snp6683,1
snp6684,5
snp6685,1
snp6686,1
snp6687,0
snp6688,5
snp6689,10
snp6690,3
snp6691,63
snp6692,10
snp6693,2
snp6694,1
snp6695,6
snp6696,1
snp6697,0
snp6698,8
snp6699,5
snp6700,10
snp6701,8
snp6702,1
snp6703,1
snp6704,3
snp6705,2
snp6706,0
snp6707,1
snp6708,8
snp6709,1
snp6710,1
snp6711,2
snp6712,1
snp6713,0
snp6714,1
snp6715,8
snp6716,2
snp6717,12
snp6718,2
snp6719,14
snp6720,1
snp6721,8
snp6722,0
snp6723,2
snp6724,1
snp6725,5
snp6726,6
snp6727,6
snp6728,2
snp6729,8
snp6730,1
snp6731,1
snp6732,1
snp6733,7
snp6734,0
snp6735,1
snp6736,6
snp6737,14
snp6738,2
snp6739,4
snp6740,14
snp6741,1
snp6742,8
snp6743,1
snp6744,14
snp6745,11
snp6746,14
snp6747,2
snp6748,14
snp6749,11
snp6750,2
snp6751,0
snp6752,6
snp6753,6
snp6754,2
snp6755,2
snp6756,2
snp6757,2
snp6758,1
snp6759,1
snp6760,3
snp6761,16
snp6762,16
snp6763,53
snp6764,1
snp6765,1
snp6766,16
snp6767,2
snp6768,0
snp6769,1
snp6770,1
snp6771,1
snp6772,1
snp6773,1
snp6774,1
snp6775,2
snp6776,1
snp6777,11
snp6778,0
snp6779,0
snp6780,2
snp6781,1
snp6782,2
snp6783,2
snp6784,5
snp6785,0
snp6786,1
snp6787,1
snp6788,1
snp6789,1
snp6790,1
snp6791,1
snp6792,1
snp6793,1
snp6794,1
snp6795,1
snp6796,2
snp6797,2
snp6798,0
snp6799,1
snp6800,1
snp6801,1
snp6802,4
snp6803,1
snp6804,1
snp6805,1
snp6806,1
snp6807,1
snp6808,10
snp6809,16
snp6810,17
snp6811,0
snp6812,8
snp6813,16
snp6814,7
snp6815,26
snp6816,6
snp6817,8
snp6818,2
snp6819,7
snp6820,1
snp6821,26
snp6822,4
snp6823,1
snp6824,1
snp6825,2
snp6826,8
snp6827,15
snp6828,7
snp6829,1
snp6830,0
snp6831,1
snp6832,20
snp6833,1
snp6834,2
snp6835,3
snp6836,1
snp6837,1
snp6838,1
snp6839,1
snp6840,1
snp6841,1
snp6842,1
snp6843,1
snp6844,2
snp6845,0
snp6846,15
snp6847,1
snp6848,15
snp6849,1
snp6850,1
snp6851,0
snp6852,1
snp6853,0
snp6854,1
snp6855,2
snp6856,29
snp6857,0
snp6858,15
snp6859,1
snp6860,1
snp6861,0
snp6862,1
snp6863,2
snp6864,6
snp6865,3
snp6866,28
snp6867,1
snp6868,2
snp6869,3
snp6870,38
snp6871,0
snp6872,49
snp6873,14
snp6874,0
snp6875,14
snp6876,1
snp6877,14
snp6878,14
snp6879,1
snp6880,3
snp6881,14
snp6882,14
snp6883,15
snp6884,15
snp6885,1
snp6886,15
snp6887,15
snp6888,3
snp6889,15
snp6890,15
snp6891,7
snp6892,14
snp6893,14
snp6894,14
snp6895,1
snp6896,13
snp6897,16
snp6898,15
snp6899,15
snp6900,15
snp6901,0
snp6902,1
snp6903,0
snp6904,2
snp6905,112
snp6906,2
snp6907,15
snp6908,14
snp6909,15
snp6910,15
snp6911,1
snp6912,15
snp6913,0
snp6914,15
snp6915,15
snp6916,113
snp6917,1
snp6918,11
snp6919,3
snp6920,0
snp6921,15
snp6922,0
snp6923,1
snp6924,18
snp6925,15
snp6926,0
snp6927,1
snp6928,1
snp6929,1
snp6930,3
snp6931,1
snp6932,15
snp6933,0
snp6934,2
snp6935,15
snp6936,17
snp6937,0
snp6938,0
snp6939,1
snp6940,1
snp6941,15
snp6942,17
snp6943,15
snp6944,2
snp6945,13
snp6946,0
snp6947,2
snp6948,15
snp6949,16
snp6950,3
snp6951,0
snp6952,0
snp6953,2
snp6954,13
snp6955,15
snp6956,12
snp6957,114
snp6958,1
snp6959,15
snp6960,0
snp6961,1
snp6962,15
snp6963,1
snp6964,1
snp6965,8
snp6966,2
snp6967,6
snp6968,3
snp6969,2
snp6970,1
snp6971,19
snp6972,15
snp6973,1
snp6974,1
snp6975,15
snp6976,15
snp6977,1
snp6978,15
snp6979,13
snp6980,3
snp6981,1
snp6982,28
snp6983,8
snp6984,0
snp6985,1
snp6986,1
snp6987,2
snp6988,1
snp6989,1
snp6990,1
snp6991,0
snp6992,12
snp6993,14
snp6994,3
snp6995,13
snp6996,13
snp6997,15
snp6998,2
snp6999,1
snp7000,13
snp7001,15
snp7002,15
snp7003,10
snp7004,43
snp7005,15
snp7006,1
snp7007,15
snp7008,15
snp7009,1
snp7010,7
snp7011,15
snp7012,15
snp7013,15
snp7014,3
snp7015,26
snp7016,0
snp7017,1
snp7018,2
snp7019,25
snp7020,1
snp7021,1
snp7022,1
snp7023,1
snp7024,1
snp7025,1
snp7026,1
snp7027,0
snp7028,0
snp7029,0
snp7030,1
snp7031,0
snp7032,7
snp7033,1
snp7034,0
snp7035,1
snp7036,1
snp7037,1
snp7038,1
snp7039,1
snp7040,1
snp7041,1
snp7042,0
snp7043,0
snp7044,1
snp7045,1
snp7046,0
snp7047,8
snp7048,1
snp7049,1
snp7050,1
snp7051,1
snp7052,1
snp7053,1
snp7054,1
snp7055,5
snp7056,1
snp7057,1
snp7058,2
snp7059,4
snp7060,3
snp7061,3
snp7062,2
snp7063,3
snp7064,1
snp7065,1
snp7066,2
snp7067,1
snp7068,1
snp7069,2
snp7070,1
snp7071,1
snp7072,16
snp7073,22
snp7074,9
snp7075,0
snp7076,7
snp7077,1
snp7078,17
snp7079,17
snp7080,65
snp7081,2
snp7082,19
snp7083,1
snp7084,2
snp7085,0
snp7086,1
snp7087,1
snp7088,1
snp7089,1
snp7090,0
snp7091,3
snp7092,10
snp7093,0
snp7094,1
snp7095,1
snp7096,2
snp7097,1
snp7098,2
snp7099,2
snp7100,25
snp7101,0
snp7102,0
snp7103,1
snp7104,1
snp7105,15
snp7106,52
snp7107,1
snp7108,17
snp7109,1
snp7110,2
snp7111,1
snp7112,17
snp7113,1
snp7114,2
snp7115,0
snp7116,15
snp7117,4
snp7118,4
snp7119,1
snp7120,2
snp7121,17
snp7122,15
snp7123,2
snp7124,2
snp7125,1
snp7126,1
snp7127,1
snp7128,2
snp7129,3
snp7130,1
snp7131,1
snp7132,1
snp7133,1
snp7134,1
snp7135,0
snp7136,0
snp7137,1
snp7138,1
snp7139,22
snp7140,2
snp7141,22
snp7142,0
snp7143,22
snp7144,1
snp7145,20
snp7146,1
snp7147,1
snp7148,2
snp7149,22
snp7150,1
snp7151,22
snp7152,2
snp7153,1
snp7154,22
snp7155,1
snp7156,23
snp7157,0
snp7158,1
snp7159,1
snp7160,1
snp7161,1
snp7162,0
snp7163,1
snp7164,1
snp7165,1
snp7166,1
snp7167,19
snp7168,0
snp7169,1
snp7170,20
snp7171,2
snp7172,20
snp7173,1
snp7174,4
snp7175,2
snp7176,2
snp7177,1
snp7178,2
snp7179,2
snp7180,2
snp7181,1
snp7182,3
snp7183,20
snp7184,13
snp7185,2
snp7186,0
snp7187,0
snp7188,1
snp7189,1
snp7190,2
snp7191,2
snp7192,0
snp7193,0
snp7194,21
snp7195,22
snp7196,1
snp7197,1
snp7198,1
snp7199,1
snp7200,1
snp7201,0
snp7202,2
snp7203,0
snp7204,2
snp7205,2
snp7206,23
snp7207,2
snp7208,2
snp7209,2
snp7210,13
snp7211,17
snp7212,17
snp7213,9
snp7214,4
snp7215,3
snp7216,2
snp7217,2
snp7218,1
snp7219,1
snp7220,4
snp7221,1
snp7222,1
snp7223,1
snp7224,6
snp7225,0
snp7226,1
snp7227,1
snp7228,1
snp7229,1
snp7230,0
snp7231,14
snp7232,1
snp7233,1
snp7234,8
snp7235,8
snp7236,1
snp7237,1
snp7238,1
snp7239,1
snp7240,1
snp7241,1
snp7242,2
snp7243,1
snp7244,1
snp7245,0
snp7246,1
snp7247,1
snp7248,16
snp7249,1
snp7250,26
snp7251,1
snp7252,2
snp7253,22
snp7254,1
snp7255,1
snp7256,13
snp7257,13
snp7258,0
snp7259,2
snp7260,6
snp7261,1
snp7262,0
snp7263,1
snp7264,2
snp7265,1
snp7266,0
snp7267,1
snp7268,27
snp7269,0
snp7270,28
snp7271,24
snp7272,1
snp7273,8
snp7274,5
snp7275,24
snp7276,0
snp7277,1
snp7278,2
snp7279,2
snp7280,8
snp7281,16
snp7282,0
snp7283,16
snp7284,1
snp7285,18
snp7286,1
snp7287,1
snp7288,2
snp7289,1
snp7290,15
snp7291,3
snp7292,4
snp7293,0
snp7294,1
snp7295,2
snp7296,0
snp7297,4
snp7298,0
snp7299,12
snp7300,1
snp7301,1
snp7302,16
snp7303,1
snp7304,5
snp7305,8
snp7306,1
snp7307,6
snp7308,1
snp7309,1
snp7310,0
snp7311,1
snp7312,1
snp7313,1
snp7314,4
snp7315,1
snp7316,3
snp7317,0
snp7318,15
snp7319,0
snp7320,0
snp7321,1
snp7322,12
snp7323,1
snp7324,1
snp7325,7
snp7326,0
snp7327,1
snp7328,1
snp7329,2
snp7330,3
snp7331,0
snp7332,5
snp7333,4
snp7334,1
snp7335,0
snp7336,1
snp7337,0
snp7338,7
snp7339,7
snp7340,10
snp7341,1
snp7342,16
snp7343,16
snp7344,4
snp7345,1
snp7346,3
snp7347,2
snp7348,5
snp7349,1
snp7350,1
snp7351,1
snp7352,3
snp7353,4
snp7354,4
snp7355,0
snp7356,1
snp7357,45
snp7358,1
snp7359,5
snp7360,8
snp7361,5
snp7362,12
snp7363,3
snp7364,0
snp7365,1
snp7366,0
snp7367,0
snp7368,5
snp7369,114
snp7370,4
snp7371,8
snp7372,0
snp7373,1
snp7374,11
snp7375,0
snp7376,8
snp7377,1
snp7378,3
snp7379,2
snp7380,3
snp7381,1
snp7382,5
snp7383,13
snp7384,6
snp7385,1
snp7386,1
snp7387,8
snp7388,1
snp7389,0
snp7390,12
snp7391,6
snp7392,2
snp7393,1
snp7394,3
snp7395,1
snp7396,1
snp7397,0
snp7398,1
snp7399,12
snp7400,1
snp7401,2
snp7402,5
snp7403,1
snp7404,1
snp7405,0
snp7406,0
snp7407,0
snp7408,1
snp7409,8
snp7410,6
snp7411,1
snp7412,3
snp7413,0
snp7414,1
snp7415,1
snp7416,4
snp7417,6
snp7418,3
snp7419,3
snp7420,0
snp7421,13
snp7422,0
snp7423,0
snp7424,6
snp7425,5
snp7426,1
snp7427,4
snp7428,1
snp7429,6
snp7430,6
snp7431,1
snp7432,8
snp7433,2
snp7434,1
snp7435,0
snp7436,1
snp7437,4
snp7438,1
snp7439,12
snp7440,1
snp7441,3
snp7442,1
snp7443,6
snp7444,0
snp7445,1
snp7446,1
snp7447,6
snp7448,1
snp7449,12
snp7450,0
snp7451,0
snp7452,1
snp7453,1
snp7454,1
snp7455,4
snp7456,8
snp7457,1
snp7458,8
snp7459,0
snp7460,1
snp7461,1
snp7462,5
snp7463,14
snp7464,24
snp7465,2
snp7466,1
snp7467,2
snp7468,8
snp7469,8
snp7470,28
snp7471,24
snp7472,3
snp7473,14
snp7474,8
snp7475,28
snp7476,2
snp7477,14
snp7478,17
snp7479,1
snp7480,24
snp7481,1
snp7482,1
snp7483,14
snp7484,21
snp7485,1
snp7486,1
snp7487,8
snp7488,28
snp7489,1
snp7490,17
snp7491,4
snp7492,4
snp7493,3
snp7494,5
snp7495,11
snp7496,1
snp7497,2
snp7498,1
snp7499,5
snp7500,17
snp7501,8
snp7502,2
snp7503,4
snp7504,1
snp7505,8
snp7506,1
snp7507,8
snp7508,1
snp7509,12
snp7510,19
snp7511,1
snp7512,24
snp7513,24
snp7514,8
snp7515,5
snp7516,1
snp7517,2
snp7518,8
snp7519,54
snp7520,0
snp7521,1
snp7522,2
snp7523,0
snp7524,12
snp7525,6
snp7526,1
snp7527,0
snp7528,5
snp7529,5
snp7530,4
snp7531,0
snp7532,1
snp7533,13
snp7534,1
snp7535,1
snp7536,8
snp7537,13
snp7538,6
snp7539,1
snp7540,2
snp7541,21
snp7542,17
snp7543,8
snp7544,17
snp7545,0
snp7546,0
snp7547,1
snp7548,1
snp7549,1
snp7550,28
snp7551,1
snp7552,4
snp7553,8
snp7554,2
snp7555,7
snp7556,1
snp7557,0
snp7558,3
snp7559,8
snp7560,8
snp7561,1
snp7562,1
snp7563,1
snp7564,1
snp7565,1
snp7566,7
snp7567,1
snp7568,5
snp7569,14
snp7570,3
snp7571,0
snp7572,20
snp7573,3
snp7574,7
snp7575,1
snp7576,9
snp7577,1
snp7578,2
snp7579,2
snp7580,1
snp7581,1
snp7582,18
snp7583,5
snp7584,10
snp7585,1
snp7586,1
snp7587,1
snp7588,10
snp7589,1
snp7590,2
snp7591,1
snp7592,2
snp7593,1
snp7594,1
snp7595,10
snp7596,0
snp7597,1
snp7598,1
snp7599,1
snp7600,1
snp7601,8
snp7602,16
snp7603,1
snp7604,3
snp7605,2
snp7606,2
snp7607,1
snp7608,2
snp7609,12
snp7610,0
snp7611,1
snp7612,2
snp7613,1
snp7614,0
snp7615,0
snp7616,2
snp7617,1
snp7618,1
snp7619,1
snp7620,1
snp7621,0
snp7622,1
snp7623,1
snp7624,1
snp7625,1
snp7626,0
snp7627,1
snp7628,0
snp7629,1
snp7630,1
snp7631,1
snp7632,0
snp7633,0
snp7634,0
snp7635,1
snp7636,1
snp7637,0
snp7638,1
snp7639,2
snp7640,1
snp7641,0
snp7642,2
snp7643,1
snp7644,3
snp7645,3
snp7646,2
snp7647,1
snp7648,14
snp7649,17
snp7650,2
snp7651,1
snp7652,33
snp7653,1
snp7654,0
snp7655,4
snp7656,4
snp7657,2
snp7658,1
snp7659,1
snp7660,29
snp7661,5
snp7662,4
snp7663,1
snp7664,29
snp7665,1
snp7666,6
snp7667,6
snp7668,1
snp7669,1
snp7670,7
snp7671,3
snp7672,14
snp7673,10
snp7674,1
snp7675,12
snp7676,15
snp7677,6
snp7678,1
snp7679,3
snp7680,0
snp7681,2
snp7682,1
snp7683,1
snp7684,1
snp7685,0
snp7686,1
snp7687,1
snp7688,0
snp7689,1
snp7690,3
snp7691,4
snp7692,0
snp7693,1
snp7694,1
snp7695,1
snp7696,0
snp7697,1
snp7698,1
snp7699,1
snp7700,0
snp7701,1
snp7702,3
snp7703,2
snp7704,3
snp7705,0
snp7706,114
snp7707,0
snp7708,2
snp7709,1
snp7710,6
snp7711,0
snp7712,15
snp7713,24
snp7714,3
snp7715,15
snp7716,0
snp7717,17
snp7718,1
snp7719,1
snp7720,15
snp7721,13
snp7722,12
snp7723,1
snp7724,2
snp7725,1
snp7726,1
snp7727,1
snp7728,1
snp7729,5
snp7730,5
snp7731,1
snp7732,3
snp7733,1
snp7734,22
snp7735,1
snp7736,1
snp7737,1
snp7738,0
snp7739,0
snp7740,4
snp7741,1
snp7742,2
snp7743,1
snp7744,0
snp7745,1
snp7746,7
snp7747,7
snp7748,2
snp7749,1
snp7750,1
snp7751,0
snp7752,1
snp7753,0
snp7754,8
snp7755,1
snp7756,0
snp7757,1
snp7758,1
snp7759,3
snp7760,3
snp7761,3
snp7762,24
snp7763,1
snp7764,1
snp7765,0
snp7766,1
snp7767,1
snp7768,1
snp7769,6
snp7770,1
snp7771,1
snp7772,1
snp7773,6
snp7774,2
snp7775,2
snp7776,2
snp7777,1
snp7778,24
snp7779,2
snp7780,2
snp7781,1
snp7782,1
snp7783,0
snp7784,1
snp7785,6
snp7786,24
snp7787,1
snp7788,1
snp7789,6
snp7790,1
snp7791,6
snp7792,3
snp7793,114
snp7794,2
snp7795,4
snp7796,6
snp7797,1
snp7798,22
snp7799,1
snp7800,0
snp7801,2
snp7802,1
snp7803,1
snp7804,0
snp7805,1
snp7806,22
snp7807,1
snp7808,1
snp7809,113
snp7810,1
snp7811,1
snp7812,0
snp7813,0
snp7814,1
snp7815,6
snp7816,6
snp7817,2
snp7818,22
snp7819,114
snp7820,2
snp7821,1
snp7822,3
snp7823,1
snp7824,3
snp7825,1
snp7826,3
snp7827,1
snp7828,0
snp7829,0
snp7830,114
snp7831,2
snp7832,8
snp7833,111
snp7834,1
snp7835,0
snp7836,111
snp7837,3
snp7838,3
snp7839,3
snp7840,114
snp7841,7
snp7842,3
snp7843,3
snp7844,3
snp7845,3
snp7846,111
snp7847,1
snp7848,1
snp7849,111
snp7850,6
snp7851,1
snp7852,1
snp7853,1
snp7854,1
snp7855,1
snp7856,1
snp7857,1
snp7858,1
snp7859,1
snp7860,1
snp7861,1
snp7862,1
snp7863,1
snp7864,102
snp7865,0
snp7866,89
snp7867,1
snp7868,4
snp7869,0
snp7870,1
snp7871,2
snp7872,2
snp7873,1
snp7874,1
snp7875,2
snp7876,1
snp7877,105
snp7878,2
snp7879,1
snp7880,1
snp7881,7
snp7882,1
snp7883,1
snp7884,114
snp7885,1
snp7886,6
snp7887,8
snp7888,2
snp7889,1
snp7890,1
snp7891,2
snp7892,0
snp7893,1
snp7894,106
snp7895,6
snp7896,1
snp7897,1
snp7898,1
snp7899,1
snp7900,1
snp7901,1
snp7902,1
snp7903,0
snp7904,0
snp7905,1
snp7906,1
snp7907,105
snp7908,1
snp7909,1
snp7910,1
snp7911,0
snp7912,0
snp7913,7
snp7914,1
snp7915,1
snp7916,1
snp7917,1
snp7918,1
snp7919,1
snp7920,1
snp7921,1
snp7922,2
snp7923,4
snp7924,5
snp7925,1
snp7926,1
snp7927,1
snp7928,1
snp7929,2
snp7930,2
snp7931,2
snp7932,1
snp7933,1
snp7934,0
snp7935,23
snp7936,5
snp7937,2
snp7938,1
snp7939,2
snp7940,0
snp7941,1
snp7942,2
snp7943,1
snp7944,1
snp7945,1
snp7946,0
snp7947,0
snp7948,1
snp7949,2
snp7950,1
snp7951,114
snp7952,2
snp7953,3
snp7954,114
snp7955,114
snp7956,1
snp7957,0
snp7958,114
snp7959,12
snp7960,0
snp7961,3
snp7962,7
snp7963,114
snp7964,1
snp7965,2
snp7966,1
snp7967,0
snp7968,1
snp7969,0
snp7970,33
snp7971,2
snp7972,1
snp7973,2
snp7974,1
snp7975,2
snp7976,2
snp7977,114
snp7978,0
snp7979,4
snp7980,1
snp7981,33
snp7982,0
snp7983,0
snp7984,7
snp7985,1
snp7986,1
snp7987,1
snp7988,7
snp7989,1
snp7990,114
snp7991,1
snp7992,5
snp7993,2
snp7994,1
snp7995,3
snp7996,1
snp7997,2
snp7998,1
snp7999,0
snp8000,1
snp8001,1
snp8002,1
snp8003,1
snp8004,1
snp8005,1
snp8006,1
snp8007,3
snp8008,1
snp8009,30
snp8010,1
snp8011,1
snp8012,1
snp8013,27
snp8014,1
snp8015,36
snp8016,14
snp8017,21
snp8018,4
snp8019,1
snp8020,1
snp8021,3
snp8022,22
snp8023,25
snp8024,1
snp8025,1
snp8026,1
snp8027,1
snp8028,44
snp8029,1
snp8030,1
snp8031,1
snp8032,1
snp8033,1
snp8034,62
snp8035,1
snp8036,2
snp8037,0
snp8038,1
snp8039,1
snp8040,1
snp8041,2
snp8042,114
snp8043,2
snp8044,1
snp8045,1
snp8046,1
snp8047,1
snp8048,114
snp8049,2
snp8050,2
snp8051,2
snp8052,2
snp8053,22
snp8054,6
snp8055,1
snp8056,114
snp8057,1
snp8058,2
snp8059,1
snp8060,114
snp8061,1
snp8062,0
snp8063,1
snp8064,114
snp8065,114
snp8066,1
snp8067,114
snp8068,5
snp8069,114
snp8070,1
snp8071,0
snp8072,0
snp8073,1
snp8074,2
snp8075,2
snp8076,114
snp8077,114
snp8078,1
snp8079,2
snp8080,1
snp8081,6
snp8082,0
snp8083,5
snp8084,113
snp8085,1
snp8086,0
snp8087,114
snp8088,106
snp8089,3
snp8090,0
snp8091,1
snp8092,0
snp8093,0
snp8094,8
snp8095,3
snp8096,113
snp8097,1
snp8098,22
snp8099,1
snp8100,0
snp8101,1
snp8102,1
snp8103,1
snp8104,1
snp8105,2
snp8106,1
snp8107,2
snp8108,1
snp8109,1
snp8110,1
snp8111,1
snp8112,15
snp8113,10
snp8114,2
snp8115,1
snp8116,2
snp8117,1
snp8118,114
snp8119,1
snp8120,1
snp8121,1
snp8122,1
snp8123,1
snp8124,114
snp8125,0
snp8126,1
snp8127,9
snp8128,2
snp8129,10
snp8130,1
snp8131,1
snp8132,9
snp8133,0
snp8134,2
snp8135,114
snp8136,114
snp8137,8
snp8138,1
